SERVICE TYPE,TYPE,SERVICE GROUP,MONTH,YEAR,MONTH | YEAR,QUARTER | YEAR,STATUS,DATE,QTY
SR,SERVICE REQUEST,,7,2024,JUL | 2024,3Q | 2024,Open,,25
SR,SERVICE REQUEST,,8,2024,AUG | 2024,3Q | 2024,Open,,0
SR,SERVICE REQUEST,,9,2024,SEP | 2024,3Q | 2024,Open,,0
SR,SERVICE REQUEST,,10,2024,OCT | 2024,4Q | 2024,Open,,0
SR,SERVICE REQUEST,,11,2024,NOV | 2024,4Q | 2024,Open,,0
SR,SERVICE REQUEST,,12,2024,DEC | 2024,4Q | 2024,Open,,0
SR,SERVICE REQUEST,,1,2021,JAN | 2021,1Q | 2021,Resolved,,0
SR,SERVICE REQUEST,,2,2021,FEB | 2021,1Q | 2021,Resolved,,0
SR,SERVICE REQUEST,,3,2021,MAR | 2021,1Q | 2021,Resolved,,0
SR,SERVICE REQUEST,,4,2021,APR | 2021,2Q | 2021,Resolved,,0
SR,SERVICE REQUEST,,5,2021,MAY | 2021,2Q | 2021,Resolved,,0
SR,SERVICE REQUEST,,6,2021,JUN | 2021,2Q | 2021,Resolved,,0
SR,SERVICE REQUEST,,7,2021,JUL | 2021,3Q | 2021,Resolved,,0
SR,SERVICE REQUEST,,8,2021,AUG | 2021,3Q | 2021,Resolved,,0
SR,SERVICE REQUEST,,9,2021,SEP | 2021,3Q | 2021,Resolved,,0
SR,SERVICE REQUEST,,10,2021,OCT | 2021,4Q | 2021,Resolved,,0
SR,SERVICE REQUEST,,11,2021,NOV | 2021,4Q | 2021,Resolved,,0
SR,SERVICE REQUEST,,12,2021,DEC | 2021,4Q | 2021,Resolved,,0
SR,SERVICE REQUEST,,1,2022,JAN | 2022,1Q | 2022,Resolved,,0
SR,SERVICE REQUEST,,2,2022,FEB | 2022,1Q | 2022,Resolved,,0
SR,SERVICE REQUEST,,3,2022,MAR | 2022,1Q | 2022,Resolved,,0
SR,SERVICE REQUEST,,4,2022,APR | 2022,2Q | 2022,Resolved,,0
SR,SERVICE REQUEST,,5,2022,MAY | 2022,2Q | 2022,Resolved,,0
SR,SERVICE REQUEST,,6,2022,JUN | 2022,2Q | 2022,Resolved,,0
SR,SERVICE REQUEST,,7,2022,JUL | 2022,3Q | 2022,Resolved,,0
SR,SERVICE REQUEST,,8,2022,AUG | 2022,3Q | 2022,Resolved,,0
SR,SERVICE REQUEST,,9,2022,SEP | 2022,3Q | 2022,Resolved,,0
SR,SERVICE REQUEST,,10,2022,OCT | 2022,4Q | 2022,Resolved,,0
SR,SERVICE REQUEST,,11,2022,NOV | 2022,4Q | 2022,Resolved,,0
SR,SERVICE REQUEST,,12,2022,DEC | 2022,4Q | 2022,Resolved,,0
SR,SERVICE REQUEST,,1,2023,JAN | 2023,1Q | 2023,Resolved,,0
SR,SERVICE REQUEST,,2,2023,FEB | 2023,1Q | 2023,Resolved,,0
SR,SERVICE REQUEST,,3,2023,MAR | 2023,1Q | 2023,Resolved,,0
SR,SERVICE REQUEST,,4,2023,APR | 2023,2Q | 2023,Resolved,,0
SR,SERVICE REQUEST,,5,2023,MAY | 2023,2Q | 2023,Resolved,,0
SR,SERVICE REQUEST,,6,2023,JUN | 2023,2Q | 2023,Resolved,,0
SR,SERVICE REQUEST,,7,2023,JUL | 2023,3Q | 2023,Resolved,,41
SR,SERVICE REQUEST,,8,2023,AUG | 2023,3Q | 2023,Resolved,,77
SR,SERVICE REQUEST,,9,2023,SEP | 2023,3Q | 2023,Resolved,,70
SR,SERVICE REQUEST,,10,2023,OCT | 2023,4Q | 2023,Resolved,,98
SR,SERVICE REQUEST,,11,2023,NOV | 2023,4Q | 2023,Resolved,,72
SR,SERVICE REQUEST,,12,2023,DEC | 2023,4Q | 2023,Resolved,,66
SR,SERVICE REQUEST,,1,2024,JAN | 2024,1Q | 2024,Resolved,,66
SR,SERVICE REQUEST,,2,2024,FEB | 2024,1Q | 2024,Resolved,,96
SR,SERVICE REQUEST,,3,2024,MAR | 2024,1Q | 2024,Resolved,,100
SR,SERVICE REQUEST,,4,2024,APR | 2024,2Q | 2024,Resolved,,81
SR,SERVICE REQUEST,,5,2024,MAY | 2024,2Q | 2024,Resolved,,97
SR,SERVICE REQUEST,,6,2024,JUN | 2024,2Q | 2024,Resolved,,71
SR,SERVICE REQUEST,,7,2024,JUL | 2024,3Q | 2024,Resolved,,17
SR,SERVICE REQUEST,,8,2024,AUG | 2024,3Q | 2024,Resolved,,0
SR,SERVICE REQUEST,,9,2024,SEP | 2024,3Q | 2024,Resolved,,0
SR,SERVICE REQUEST,,10,2024,OCT | 2024,4Q | 2024,Resolved,,0
SR,SERVICE REQUEST,,11,2024,NOV | 2024,4Q | 2024,Resolved,,0
SR,SERVICE REQUEST,,12,2024,DEC | 2024,4Q | 2024,Resolved,,0
SR,SERVICE REQUEST,,1,2021,JAN | 2021,1Q | 2021,Backlog,1/1/21,0
SR,SERVICE REQUEST,,2,2021,FEB | 2021,1Q | 2021,Backlog,1/2/21,0
SR,SERVICE REQUEST,,3,2021,MAR | 2021,1Q | 2021,Backlog,1/3/21,0
SR,SERVICE REQUEST,,4,2021,APR | 2021,2Q | 2021,Backlog,1/4/21,0
SR,SERVICE REQUEST,,5,2021,MAY | 2021,2Q | 2021,Backlog,1/5/21,0
SR,SERVICE REQUEST,,6,2021,JUN | 2021,2Q | 2021,Backlog,1/6/21,0
SR,SERVICE REQUEST,,7,2021,JUL | 2021,3Q | 2021,Backlog,1/7/21,0
SR,SERVICE REQUEST,,8,2021,AUG | 2021,3Q | 2021,Backlog,1/8/21,0
SR,SERVICE REQUEST,,9,2021,SEP | 2021,3Q | 2021,Backlog,1/9/21,0
SR,SERVICE REQUEST,,10,2021,OCT | 2021,4Q | 2021,Backlog,1/10/21,0
SR,SERVICE REQUEST,,11,2021,NOV | 2021,4Q | 2021,Backlog,1/11/21,0
SR,SERVICE REQUEST,,12,2021,DEC | 2021,4Q | 2021,Backlog,1/12/21,0
SR,SERVICE REQUEST,,1,2022,JAN | 2022,1Q | 2022,Backlog,1/1/22,0
SR,SERVICE REQUEST,,2,2022,FEB | 2022,1Q | 2022,Backlog,1/2/22,0
SR,SERVICE REQUEST,,3,2022,MAR | 2022,1Q | 2022,Backlog,1/3/22,0
SR,SERVICE REQUEST,,4,2022,APR | 2022,2Q | 2022,Backlog,1/4/22,0
SR,SERVICE REQUEST,,5,2022,MAY | 2022,2Q | 2022,Backlog,1/5/22,0
SR,SERVICE REQUEST,,6,2022,JUN | 2022,2Q | 2022,Backlog,1/6/22,0
SR,SERVICE REQUEST,,7,2022,JUL | 2022,3Q | 2022,Backlog,1/7/22,0
SR,SERVICE REQUEST,,8,2022,AUG | 2022,3Q | 2022,Backlog,1/8/22,0
SR,SERVICE REQUEST,,9,2022,SEP | 2022,3Q | 2022,Backlog,1/9/22,0
SR,SERVICE REQUEST,,10,2022,OCT | 2022,4Q | 2022,Backlog,1/10/22,0
SR,SERVICE REQUEST,,11,2022,NOV | 2022,4Q | 2022,Backlog,1/11/22,0
SR,SERVICE REQUEST,,12,2022,DEC | 2022,4Q | 2022,Backlog,1/12/22,0
SR,SERVICE REQUEST,,1,2023,JAN | 2023,1Q | 2023,Backlog,1/1/23,0
SR,SERVICE REQUEST,,2,2023,FEB | 2023,1Q | 2023,Backlog,1/2/23,0
SR,SERVICE REQUEST,,3,2023,MAR | 2023,1Q | 2023,Backlog,1/3/23,0
SR,SERVICE REQUEST,,4,2023,APR | 2023,2Q | 2023,Backlog,1/4/23,0
SR,SERVICE REQUEST,,5,2023,MAY | 2023,2Q | 2023,Backlog,1/5/23,0
SR,SERVICE REQUEST,,6,2023,JUN | 2023,2Q | 2023,Backlog,1/6/23,0
SR,SERVICE REQUEST,,7,2023,JUL | 2023,3Q | 2023,Backlog,1/7/23,20
SR,SERVICE REQUEST,,8,2023,AUG | 2023,3Q | 2023,Backlog,1/8/23,27
SR,SERVICE REQUEST,,9,2023,SEP | 2023,3Q | 2023,Backlog,1/9/23,28
SR,SERVICE REQUEST,,10,2023,OCT | 2023,4Q | 2023,Backlog,1/10/23,29
SR,SERVICE REQUEST,,11,2023,NOV | 2023,4Q | 2023,Backlog,1/11/23,25
SR,SERVICE REQUEST,,12,2023,DEC | 2023,4Q | 2023,Backlog,1/12/23,20
SR,SERVICE REQUEST,,1,2024,JAN | 2024,1Q | 2024,Backlog,1/1/24,27
SR,SERVICE REQUEST,,2,2024,FEB | 2024,1Q | 2024,Backlog,1/2/24,27
SR,SERVICE REQUEST,,3,2024,MAR | 2024,1Q | 2024,Backlog,1/3/24,19
SR,SERVICE REQUEST,,4,2024,APR | 2024,2Q | 2024,Backlog,1/4/24,28
SR,SERVICE REQUEST,,5,2024,MAY | 2024,2Q | 2024,Backlog,1/5/24,23
SR,SERVICE REQUEST,,6,2024,JUN | 2024,2Q | 2024,Backlog,1/6/24,32
SR,SERVICE REQUEST,,7,2024,JUL | 2024,3Q | 2024,Backlog,1/7/24,40
SR,SERVICE REQUEST,,8,2024,AUG | 2024,3Q | 2024,Backlog,1/8/24,0
SR,SERVICE REQUEST,,9,2024,SEP | 2024,3Q | 2024,Backlog,1/9/24,0
SR,SERVICE REQUEST,,10,2024,OCT | 2024,4Q | 2024,Backlog,1/10/24,0
SR,SERVICE REQUEST,,11,2024,NOV | 2024,4Q | 2024,Backlog,1/11/24,0
SR,SERVICE REQUEST,,12,2024,DEC | 2024,4Q | 2024,Backlog,1/12/24,0
ENHANCEMENTS,ENHANCEMENTS,,1,2021,JAN | 2021,1Q | 2021,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,2,2021,FEB | 2021,1Q | 2021,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,3,2021,MAR | 2021,1Q | 2021,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,4,2021,APR | 2021,2Q | 2021,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,5,2021,MAY | 2021,2Q | 2021,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,6,2021,JUN | 2021,2Q | 2021,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,7,2021,JUL | 2021,3Q | 2021,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,8,2021,AUG | 2021,3Q | 2021,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,9,2021,SEP | 2021,3Q | 2021,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,10,2021,OCT | 2021,4Q | 2021,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,11,2021,NOV | 2021,4Q | 2021,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,12,2021,DEC | 2021,4Q | 2021,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,1,2022,JAN | 2022,1Q | 2022,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,2,2022,FEB | 2022,1Q | 2022,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,3,2022,MAR | 2022,1Q | 2022,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,4,2022,APR | 2022,2Q | 2022,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,5,2022,MAY | 2022,2Q | 2022,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,6,2022,JUN | 2022,2Q | 2022,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,7,2022,JUL | 2022,3Q | 2022,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,8,2022,AUG | 2022,3Q | 2022,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,9,2022,SEP | 2022,3Q | 2022,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,10,2022,OCT | 2022,4Q | 2022,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,11,2022,NOV | 2022,4Q | 2022,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,12,2022,DEC | 2022,4Q | 2022,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,1,2023,JAN | 2023,1Q | 2023,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,2,2023,FEB | 2023,1Q | 2023,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,3,2023,MAR | 2023,1Q | 2023,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,4,2023,APR | 2023,2Q | 2023,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,5,2023,MAY | 2023,2Q | 2023,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,6,2023,JUN | 2023,2Q | 2023,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,7,2023,JUL | 2023,3Q | 2023,Open,,8
ENHANCEMENTS,ENHANCEMENTS,,8,2023,AUG | 2023,3Q | 2023,Open,,17
ENHANCEMENTS,ENHANCEMENTS,,9,2023,SEP | 2023,3Q | 2023,Open,,16
ENHANCEMENTS,ENHANCEMENTS,,10,2023,OCT | 2023,4Q | 2023,Open,,3
ENHANCEMENTS,ENHANCEMENTS,,11,2023,NOV | 2023,4Q | 2023,Open,,8
ENHANCEMENTS,ENHANCEMENTS,,12,2023,DEC | 2023,4Q | 2023,Open,,9
ENHANCEMENTS,ENHANCEMENTS,,1,2024,JAN | 2024,1Q | 2024,Open,,13
ENHANCEMENTS,ENHANCEMENTS,,2,2024,FEB | 2024,1Q | 2024,Open,,13
ENHANCEMENTS,ENHANCEMENTS,,3,2024,MAR | 2024,1Q | 2024,Open,,15
ENHANCEMENTS,ENHANCEMENTS,,4,2024,APR | 2024,2Q | 2024,Open,,16
ENHANCEMENTS,ENHANCEMENTS,,5,2024,MAY | 2024,2Q | 2024,Open,,13
ENHANCEMENTS,ENHANCEMENTS,,6,2024,JUN | 2024,2Q | 2024,Open,,12
ENHANCEMENTS,ENHANCEMENTS,,7,2024,JUL | 2024,3Q | 2024,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,8,2024,AUG | 2024,3Q | 2024,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,9,2024,SEP | 2024,3Q | 2024,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,10,2024,OCT | 2024,4Q | 2024,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,11,2024,NOV | 2024,4Q | 2024,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,12,2024,DEC | 2024,4Q | 2024,Open,,0
ENHANCEMENTS,ENHANCEMENTS,,1,2021,JAN | 2021,1Q | 2021,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,2,2021,FEB | 2021,1Q | 2021,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,3,2021,MAR | 2021,1Q | 2021,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,4,2021,APR | 2021,2Q | 2021,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,5,2021,MAY | 2021,2Q | 2021,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,6,2021,JUN | 2021,2Q | 2021,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,7,2021,JUL | 2021,3Q | 2021,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,8,2021,AUG | 2021,3Q | 2021,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,9,2021,SEP | 2021,3Q | 2021,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,10,2021,OCT | 2021,4Q | 2021,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,11,2021,NOV | 2021,4Q | 2021,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,12,2021,DEC | 2021,4Q | 2021,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,1,2022,JAN | 2022,1Q | 2022,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,2,2022,FEB | 2022,1Q | 2022,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,3,2022,MAR | 2022,1Q | 2022,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,4,2022,APR | 2022,2Q | 2022,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,5,2022,MAY | 2022,2Q | 2022,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,6,2022,JUN | 2022,2Q | 2022,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,7,2022,JUL | 2022,3Q | 2022,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,8,2022,AUG | 2022,3Q | 2022,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,9,2022,SEP | 2022,3Q | 2022,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,10,2022,OCT | 2022,4Q | 2022,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,11,2022,NOV | 2022,4Q | 2022,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,12,2022,DEC | 2022,4Q | 2022,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,1,2023,JAN | 2023,1Q | 2023,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,2,2023,FEB | 2023,1Q | 2023,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,3,2023,MAR | 2023,1Q | 2023,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,4,2023,APR | 2023,2Q | 2023,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,5,2023,MAY | 2023,2Q | 2023,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,6,2023,JUN | 2023,2Q | 2023,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,7,2023,JUL | 2023,3Q | 2023,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,8,2023,AUG | 2023,3Q | 2023,Resolved,,1
ENHANCEMENTS,ENHANCEMENTS,,9,2023,SEP | 2023,3Q | 2023,Resolved,,1
ENHANCEMENTS,ENHANCEMENTS,,10,2023,OCT | 2023,4Q | 2023,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,11,2023,NOV | 2023,4Q | 2023,Resolved,,2
ENHANCEMENTS,ENHANCEMENTS,,12,2023,DEC | 2023,4Q | 2023,Resolved,,2
ENHANCEMENTS,ENHANCEMENTS,,1,2024,JAN | 2024,1Q | 2024,Resolved,,7
ENHANCEMENTS,ENHANCEMENTS,,2,2024,FEB | 2024,1Q | 2024,Resolved,,3
ENHANCEMENTS,ENHANCEMENTS,,3,2024,MAR | 2024,1Q | 2024,Resolved,,9
ENHANCEMENTS,ENHANCEMENTS,,4,2024,APR | 2024,2Q | 2024,Resolved,,3
ENHANCEMENTS,ENHANCEMENTS,,5,2024,MAY | 2024,2Q | 2024,Resolved,,1
ENHANCEMENTS,ENHANCEMENTS,,6,2024,JUN | 2024,2Q | 2024,Resolved,,6
ENHANCEMENTS,ENHANCEMENTS,,7,2024,JUL | 2024,3Q | 2024,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,8,2024,AUG | 2024,3Q | 2024,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,9,2024,SEP | 2024,3Q | 2024,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,10,2024,OCT | 2024,4Q | 2024,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,11,2024,NOV | 2024,4Q | 2024,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,12,2024,DEC | 2024,4Q | 2024,Resolved,,0
ENHANCEMENTS,ENHANCEMENTS,,1,2021,JAN | 2021,1Q | 2021,Backlog,1/1/21,0
ENHANCEMENTS,ENHANCEMENTS,,2,2021,FEB | 2021,1Q | 2021,Backlog,1/2/21,0
ENHANCEMENTS,ENHANCEMENTS,,3,2021,MAR | 2021,1Q | 2021,Backlog,1/3/21,0
ENHANCEMENTS,ENHANCEMENTS,,4,2021,APR | 2021,2Q | 2021,Backlog,1/4/21,0
ENHANCEMENTS,ENHANCEMENTS,,5,2021,MAY | 2021,2Q | 2021,Backlog,1/5/21,0
ENHANCEMENTS,ENHANCEMENTS,,6,2021,JUN | 2021,2Q | 2021,Backlog,1/6/21,0
ENHANCEMENTS,ENHANCEMENTS,,7,2021,JUL | 2021,3Q | 2021,Backlog,1/7/21,0
ENHANCEMENTS,ENHANCEMENTS,,8,2021,AUG | 2021,3Q | 2021,Backlog,1/8/21,0
ENHANCEMENTS,ENHANCEMENTS,,9,2021,SEP | 2021,3Q | 2021,Backlog,1/9/21,0
ENHANCEMENTS,ENHANCEMENTS,,10,2021,OCT | 2021,4Q | 2021,Backlog,1/10/21,0
ENHANCEMENTS,ENHANCEMENTS,,11,2021,NOV | 2021,4Q | 2021,Backlog,1/11/21,0
ENHANCEMENTS,ENHANCEMENTS,,12,2021,DEC | 2021,4Q | 2021,Backlog,1/12/21,0
ENHANCEMENTS,ENHANCEMENTS,,1,2022,JAN | 2022,1Q | 2022,Backlog,1/1/22,0
ENHANCEMENTS,ENHANCEMENTS,,2,2022,FEB | 2022,1Q | 2022,Backlog,1/2/22,0
ENHANCEMENTS,ENHANCEMENTS,,3,2022,MAR | 2022,1Q | 2022,Backlog,1/3/22,0
ENHANCEMENTS,ENHANCEMENTS,,4,2022,APR | 2022,2Q | 2022,Backlog,1/4/22,0
ENHANCEMENTS,ENHANCEMENTS,,5,2022,MAY | 2022,2Q | 2022,Backlog,1/5/22,0
ENHANCEMENTS,ENHANCEMENTS,,6,2022,JUN | 2022,2Q | 2022,Backlog,1/6/22,0
ENHANCEMENTS,ENHANCEMENTS,,7,2022,JUL | 2022,3Q | 2022,Backlog,1/7/22,0
ENHANCEMENTS,ENHANCEMENTS,,8,2022,AUG | 2022,3Q | 2022,Backlog,1/8/22,0
ENHANCEMENTS,ENHANCEMENTS,,9,2022,SEP | 2022,3Q | 2022,Backlog,1/9/22,0
ENHANCEMENTS,ENHANCEMENTS,,10,2022,OCT | 2022,4Q | 2022,Backlog,1/10/22,0
ENHANCEMENTS,ENHANCEMENTS,,11,2022,NOV | 2022,4Q | 2022,Backlog,1/11/22,0
ENHANCEMENTS,ENHANCEMENTS,,12,2022,DEC | 2022,4Q | 2022,Backlog,1/12/22,0
ENHANCEMENTS,ENHANCEMENTS,,1,2023,JAN | 2023,1Q | 2023,Backlog,1/1/23,0
ENHANCEMENTS,ENHANCEMENTS,,2,2023,FEB | 2023,1Q | 2023,Backlog,1/2/23,0
ENHANCEMENTS,ENHANCEMENTS,,3,2023,MAR | 2023,1Q | 2023,Backlog,1/3/23,0
ENHANCEMENTS,ENHANCEMENTS,,4,2023,APR | 2023,2Q | 2023,Backlog,1/4/23,0
ENHANCEMENTS,ENHANCEMENTS,,5,2023,MAY | 2023,2Q | 2023,Backlog,1/5/23,0
ENHANCEMENTS,ENHANCEMENTS,,6,2023,JUN | 2023,2Q | 2023,Backlog,1/6/23,0
ENHANCEMENTS,ENHANCEMENTS,,7,2023,JUL | 2023,3Q | 2023,Backlog,1/7/23,8
ENHANCEMENTS,ENHANCEMENTS,,8,2023,AUG | 2023,3Q | 2023,Backlog,1/8/23,24
ENHANCEMENTS,ENHANCEMENTS,,9,2023,SEP | 2023,3Q | 2023,Backlog,1/9/23,39
ENHANCEMENTS,ENHANCEMENTS,,10,2023,OCT | 2023,4Q | 2023,Backlog,1/10/23,42
ENHANCEMENTS,ENHANCEMENTS,,11,2023,NOV | 2023,4Q | 2023,Backlog,1/11/23,48
ENHANCEMENTS,ENHANCEMENTS,,12,2023,DEC | 2023,4Q | 2023,Backlog,1/12/23,55
ENHANCEMENTS,ENHANCEMENTS,,1,2024,JAN | 2024,1Q | 2024,Backlog,1/1/24,61
ENHANCEMENTS,ENHANCEMENTS,,2,2024,FEB | 2024,1Q | 2024,Backlog,1/2/24,71
ENHANCEMENTS,ENHANCEMENTS,,3,2024,MAR | 2024,1Q | 2024,Backlog,1/3/24,71
ENHANCEMENTS,ENHANCEMENTS,,4,2024,APR | 2024,2Q | 2024,Backlog,1/4/24,71
ENHANCEMENTS,ENHANCEMENTS,,5,2024,MAY | 2024,2Q | 2024,Backlog,1/5/24,71
ENHANCEMENTS,ENHANCEMENTS,,6,2024,JUN | 2024,2Q | 2024,Backlog,1/6/24,71
ENHANCEMENTS,ENHANCEMENTS,,7,2024,JUL | 2024,3Q | 2024,Backlog,1/7/24,71
ENHANCEMENTS,ENHANCEMENTS,,8,2024,AUG | 2024,3Q | 2024,Backlog,1/8/24,0
ENHANCEMENTS,ENHANCEMENTS,,9,2024,SEP | 2024,3Q | 2024,Backlog,1/9/24,0
ENHANCEMENTS,ENHANCEMENTS,,10,2024,OCT | 2024,4Q | 2024,Backlog,1/10/24,0
ENHANCEMENTS,ENHANCEMENTS,,11,2024,NOV | 2024,4Q | 2024,Backlog,1/11/24,0
ENHANCEMENTS,ENHANCEMENTS,,12,2024,DEC | 2024,4Q | 2024,Backlog,1/12/24,0
PRB,PROBLEM,,1,2020,JAN | 2020,1Q | 2020,Open,,0
PRB,PROBLEM,,2,2020,FEB | 2020,1Q | 2020,Open,,0
PRB,PROBLEM,,3,2020,MAR | 2020,1Q | 2020,Open,,0
PRB,PROBLEM,,4,2020,APR | 2020,2Q | 2020,Open,,0
PRB,PROBLEM,,5,2020,MAY | 2020,2Q | 2020,Open,,0
PRB,PROBLEM,,6,2020,JUN | 2020,2Q | 2020,Open,,0
PRB,PROBLEM,,7,2020,JUL | 2020,3Q | 2020,Open,,0
PRB,PROBLEM,,8,2020,AUG | 2020,3Q | 2020,Open,,0
PRB,PROBLEM,,9,2020,SEP | 2020,3Q | 2020,Open,,0
PRB,PROBLEM,,10,2020,OCT | 2020,4Q | 2020,Open,,0
PRB,PROBLEM,,11,2020,NOV | 2020,4Q | 2020,Open,,0
PRB,PROBLEM,,12,2020,DEC | 2020,4Q | 2020,Open,,0
PRB,PROBLEM,,1,2021,JAN | 2021,1Q | 2021,Open,,0
PRB,PROBLEM,,2,2021,FEB | 2021,1Q | 2021,Open,,0
PRB,PROBLEM,,3,2021,MAR | 2021,1Q | 2021,Open,,0
PRB,PROBLEM,,4,2021,APR | 2021,2Q | 2021,Open,,0
PRB,PROBLEM,,5,2021,MAY | 2021,2Q | 2021,Open,,0
PRB,PROBLEM,,6,2021,JUN | 2021,2Q | 2021,Open,,0
PRB,PROBLEM,,7,2021,JUL | 2021,3Q | 2021,Open,,0
PRB,PROBLEM,,8,2021,AUG | 2021,3Q | 2021,Open,,0
PRB,PROBLEM,,9,2021,SEP | 2021,3Q | 2021,Open,,0
PRB,PROBLEM,,10,2021,OCT | 2021,4Q | 2021,Open,,0
PRB,PROBLEM,,11,2021,NOV | 2021,4Q | 2021,Open,,0
PRB,PROBLEM,,12,2021,DEC | 2021,4Q | 2021,Open,,0
PRB,PROBLEM,,1,2022,JAN | 2022,1Q | 2022,Open,,0
PRB,PROBLEM,,2,2022,FEB | 2022,1Q | 2022,Open,,0
PRB,PROBLEM,,3,2022,MAR | 2022,1Q | 2022,Open,,0
PRB,PROBLEM,,4,2022,APR | 2022,2Q | 2022,Open,,0
PRB,PROBLEM,,5,2022,MAY | 2022,2Q | 2022,Open,,0
PRB,PROBLEM,,6,2022,JUN | 2022,2Q | 2022,Open,,0
PRB,PROBLEM,,7,2022,JUL | 2022,3Q | 2022,Open,,0
PRB,PROBLEM,,8,2022,AUG | 2022,3Q | 2022,Open,,0
PRB,PROBLEM,,9,2022,SEP | 2022,3Q | 2022,Open,,0
PRB,PROBLEM,,10,2022,OCT | 2022,4Q | 2022,Open,,0
PRB,PROBLEM,,11,2022,NOV | 2022,4Q | 2022,Open,,0
PRB,PROBLEM,,12,2022,DEC | 2022,4Q | 2022,Open,,0
PRB,PROBLEM,,1,2023,JAN | 2023,1Q | 2023,Open,,0
PRB,PROBLEM,,2,2023,FEB | 2023,1Q | 2023,Open,,0
PRB,PROBLEM,,3,2023,MAR | 2023,1Q | 2023,Open,,0
PRB,PROBLEM,,4,2023,APR | 2023,2Q | 2023,Open,,0
PRB,PROBLEM,,5,2023,MAY | 2023,2Q | 2023,Open,,0
